food;water;days;money
202;218;15;10890
162;183;14;11465
198;213;14;10955
208;223;15;10805
174;193;14;11295
222;233;14;10615
192;208;14;11040
204;218;14;10870
192;208;14;11040
210;223;14;10785
162;183;14;11465
216;228;14;10700
198;213;14;10955
216;228;14;10700
192;208;14;11040
198;213;14;10955
220;233;15;10635
222;233;14;10615
210;223;14;10785
210;223;14;10785
204;218;14;10870
181;201;15;11185
226;238;15;10550
210;223;14;10785
168;188;14;11380
210;223;14;10785
210;223;14;10785
217;231;15;10675
193;211;15;11015
235;246;15;10405
222;233;14;10615
162;183;14;11465
210;223;14;10785
216;228;14;10700
210;223;14;10785
234;243;14;10445
198;213;14;10955
136;163;15;11825
249;256;14;10170
201;216;14;10910
202;219;15;10885
165;186;14;11420
242;253;16;10240
156;178;14;11550
162;183;14;11465
206;223;16;10825
186;203;14;11125
162;183;14;11465
216;228;14;10700
210;223;14;10785
195;211;14;10995
183;201;14;11165
198;213;14;10955
150;173;14;11635
174;193;14;11295
214;228;15;10720
206;223;16;10825
205;221;15;10845
222;233;14;10615
210;223;14;10785
162;183;14;11465
174;193;14;11295
192;208;14;11040
234;243;14;10445
162;183;14;11465
225;236;14;10570
186;203;14;11125
192;208;14;11040
198;213;14;10955
204;218;14;10870
242;253;16;10240
236;248;16;10370
237;246;14;10380
198;213;14;10955
186;203;14;11125
223;236;15;10590
210;223;14;10785
225;236;14;10570
166;188;15;11400
231;241;14;10485
162;183;14;11465
198;213;14;10955
192;208;14;11040
204;218;14;10870
196;213;15;10975
192;208;14;11040
172;193;15;11315
254;263;16;10130
228;238;14;10530
192;208;14;11040
174;193;14;11295
166;188;15;11400
222;233;14;10615
222;233;14;10615
192;208;14;11040
189;206;14;11080
198;213;14;10955
190;208;15;11060
198;213;14;10955
150;173;14;11635
228;238;14;10530
144;168;14;11720
160;183;15;11485
250;258;15;10110
222;233;14;10615
174;193;14;11295
207;221;14;10825
242;253;16;10240
210;223;14;10785
196;213;15;10975
235;246;15;10405
222;233;14;10615
220;233;15;10635
180;198;14;11210
234;243;14;10445
202;218;15;10890
162;183;14;11465
190;208;15;11060
186;203;14;11125
168;188;14;11380
284;288;16;9630
194;213;16;10995
207;221;14;10825
192;208;14;11040
196;213;15;10975
168;188;14;11380
198;213;14;10955
216;228;14;10700
184;203;15;11145
198;213;14;10955
230;243;16;10485
232;243;15;10465
210;223;14;10785
210;223;14;10785
186;203;14;11125
246;253;14;10190
225;241;17;10545
156;178;14;11550
208;223;15;10805
168;188;14;11380
192;208;14;11040
279;281;14;9770
166;188;15;11400
186;203;14;11125
186;203;14;11125
222;233;14;10615
150;173;14;11635
180;198;14;11210
186;203;14;11125
252;258;14;10120
234;243;14;10445
220;233;15;10635
204;218;14;10870
198;213;14;10955
190;208;15;11060
216;228;14;10700
180;198;14;11210
183;201;14;11165
177;196;14;11250
192;208;14;11040
222;233;14;10615
196;213;15;10975
228;238;14;10530
231;241;14;10485
201;216;14;10910
180;198;14;11210
142;168;15;11740
216;228;14;10700
247;256;15;10205
198;213;14;10955
220;233;15;10635
162;183;14;11465
216;228;14;10700
220;233;15;10635
162;183;14;11465
184;203;15;11145
256;263;15;10105
180;198;14;11210
226;238;15;10550
240;248;14;10320
244;253;15;10215
222;233;14;10615
156;178;14;11550
150;173;14;11635
210;223;14;10785
181;201;15;11185
198;213;14;10955
186;203;14;11125
180;198;14;11210
218;233;16;10655
182;203;16;11165
204;218;14;10870
180;198;14;11210
174;193;14;11295
192;208;14;11040
210;223;14;10785
213;226;14;10740
237;246;14;10380
171;191;14;11335
238;248;15;10345
231;241;14;10485
174;193;14;11295
171;191;14;11335
226;238;15;10550
192;208;14;11040
186;203;14;11125
156;178;14;11550
202;218;15;10890
240;248;14;10320
216;228;14;10700
195;211;14;10995
168;188;14;11380
222;233;14;10615
234;243;14;10445
192;208;14;11040
162;183;14;11465
228;238;14;10530
190;208;15;11060
213;226;14;10740
153;176;14;11590
174;193;14;11295
210;223;14;10785
178;198;15;11230
168;188;14;11380
174;193;14;11295
